41.95469,-87.800991,5.0,29.0,74.0,10.0,58.0,29.39,6.5,88.0,60.0,65.0,0.0,-0.72,77.0,NaN,59.0,29.44,7.4,88.0,65.0,66.0,0.0,-0.65,1,0
41.95469,-87.800991,5.0,29.0,74.0,10.0,58.0,29.39,6.5,88.0,60.0,65.0,0.0,-0.72,77.0,NaN,59.0,29.44,7.4,88.0,65.0,66.0,0.0,-0.65,1,0
41.994991,-87.769279,5.0,29.0,74.0,10.0,58.0,29.39,6.5,88.0,60.0,65.0,0.0,-0.72,77.0,NaN,59.0,29.44,7.4,88.0,65.0,66.0,0.0,-0.65,1,0
41.974089,-87.824812,5.0,29.0,74.0,10.0,58.0,29.39,6.5,88.0,60.0,65.0,0.0,-0.72,77.0,NaN,59.0,29.44,7.4,88.0,65.0,66.0,0.0,-0.65,1,0
41.974089,-87.824812,5.0,29.0,74.0,10.0,58.0,29.39,6.5,88.0,60.0,65.0,0.0,-0.72,77.0,NaN,59.0,29.44,7.4,88.0,65.0,66.0,0.0,-0.65,4,0
41.9216,-87.666455,5.0,29.0,74.0,10.0,58.0,29.39,6.5,88.0,60.0,65.0,0.0,-0.72,77.0,NaN,59.0,29.44,7.4,88.0,65.0,66.0,0.0,-0.65,2,0
41.891118,-87.654491,5.0,29.0,74.0,10.0,58.0,29.39,6.5,88.0,60.0,65.0,0.0,-0.72,77.0,NaN,59.0,29.44,7.4,88.0,65.0,66.0,0.0,-0.65,1,0
41.867108,-87.654224,5.0,29.0,74.0,10.0,58.0,29.39,6.5,88.0,60.0,65.0,0.0,-0.72,77.0,NaN,59.0,29.44,7.4,88.0,65.0,66.0,0.0,-0.65,1,0
41.867108,-87.654224,5.0,29.0,74.0,10.0,58.0,29.39,6.5,88.0,60.0,65.0,0.0,-0.72,77.0,NaN,59.0,29.44,7.4,88.0,65.0,66.0,0.0,-0.65,2,0
41.896282,-87.655232,5.0,29.0,74.0,10.0,58.0,29.39,6.5,88.0,60.0,65.0,0.0,-0.72,77.0,NaN,59.0,29.44,7.4,88.0,65.0,66.0,0.0,-0.65,1,0
41.919343,-87.694259,5.0,29.0,74.0,10.0,58.0,29.39,6.5,88.0,60.0,65.0,0.0,-0.72,77.0,NaN,59.0,29.44,7.4,88.0,65.0,66.0,0.0,-0.65,1,0
41.921965,-87.632085,5.0,29.0,74.0,10.0,58.0,29.39,6.5,88.0,60.0,65.0,0.0,-0.72,77.0,NaN,59.0,29.44,7.4,88.0,65.0,66.0,0.0,-0.65,2,0
41.921965,-87.632085,5.0,29.0,74.0,10.0,58.0,29.39,6.5,88.0,60.0,65.0,0.0,-0.72,77.0,NaN,59.0,29.44,7.4,88.0,65.0,66.0,0.0,-0.65,3,0
41.688324,-87.676709,5.0,29.0,74.0,10.0,58.0,29.39,6.5,88.0,60.0,65.0,0.0,-0.72,77.0,NaN,59.0,29.44,7.4,88.0,65.0,66.0,0.0,-0.65,1,0
41.688324,-87.676709,5.0,29.0,74.0,10.0,58.0,29.39,6.5,88.0,60.0,65.0,0.0,-0.72,77.0,NaN,59.0,29.44,7.4,88.0,65.0,66.0,0.0,-0.65,1,0
41.862292,-87.64886,5.0,29.0,74.0,10.0,58.0,29.39,6.5,88.0,60.0,65.0,0.0,-0.72,77.0,NaN,59.0,29.44,7.4,88.0,65.0,66.0,0.0,-0.65,1,0
41.720848,-87.666014,5.0,29.0,74.0,10.0,58.0,29.39,6.5,88.0,60.0,65.0,0.0,-0.72,77.0,NaN,59.0,29.44,7.4,88.0,65.0,66.0,0.0,-0.65,3,0
41.731922,-87.677512,5.0,29.0,74.0,10.0,58.0,29.39,6.5,88.0,60.0,65.0,0.0,-0.72,77.0,NaN,59.0,29.44,7.4,88.0,65.0,66.0,0.0,-0.65,5,0
41.731922,-87.677512,5.0,29.0,74.0,10.0,58.0,29.39,6.5,88.0,60.0,65.0,0.0,-0.72,77.0,NaN,59.0,29.44,7.4,88.0,65.0,66.0,0.0,-0.65,1,0
41.891126,-87.61156,5.0,29.0,74.0,10.0,58.0,29.39,6.5,88.0,60.0,65.0,0.0,-0.72,77.0,NaN,59.0,29.44,7.4,88.0,65.0,66.0,0.0,-0.65,1,0
